14	1	PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	409186
14	1	PROGRESEMOS	116022
14	1	RENOVACIÓN POPULAR	1451025
14	1	SALVEMOS AL PERÚ	13047
14	1	UN CAMINO DIFERENTE	112476
14	1	UNIDAD NACIONAL	55738
14	1	VOTOS EN BLANCO	2818734
14	1	VOTOS IMPUGNADOS	0
14	1	VOTOS NULOS	2691485
14	2	AHORA NACIÓN - AN	12171
14	2	ALIANZA ELECTORAL VENCEREMOS	1068
14	2	ALIANZA PARA EL PROGRESO	801
14	2	AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	610
14	2	FE EN EL PERÚ	0
14	2	FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ	1289
14	2	FUERZA POPULAR	24470
14	2	FUERZA Y LIBERTAD	257
14	2	JUNTOS POR EL PERÚ	4379
14	2	LIBERTAD POPULAR	867
14	2	PARTIDO APRISTA PERUANO	2999
14	2	PARTIDO CIUDADANOS POR EL PERÚ	0
14	2	PARTIDO CÍVICO OBRAS	15321
14	2	PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	0
14	2	PARTIDO DEL BUEN GOBIERNO	17107
14	2	PARTIDO DEMOCRATICO FEDERAL	0
14	2	PARTIDO DEMOCRÁTICO SOMOS PERÚ	1038
14	2	PARTIDO DEMÓCRATA UNIDO PERÚ	1072
14	2	PARTIDO DEMÓCRATA VERDE	728
14	2	PARTIDO FRENTE DE LA ESPERANZA 2021	1988
14	2	PARTIDO MORADO	957
14	2	PARTIDO PATRIÓTICO DEL PERÚ	0
14	2	PARTIDO PAÍS PARA TODOS	13843
14	2	PARTIDO POLÍTICO COOPERACIÓN POPULAR	751
14	2	PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	487
14	2	PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	816
14	2	PARTIDO POLÍTICO PERÚ ACCIÓN	313
14	2	PARTIDO POLÍTICO PERÚ PRIMERO	478
14	2	PARTIDO POLÍTICO PRIN	0
14	2	PARTIDO SICREO	1969
14	2	PERÚ MODERNO	166
14	2	PODEMOS PERÚ	789
14	2	PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	5882
14	2	PROGRESEMOS	0
14	2	RENOVACIÓN POPULAR	38981
14	2	SALVEMOS AL PERÚ	154
14	2	UN CAMINO DIFERENTE	2018
14	2	UNIDAD NACIONAL	1016
14	2	VOTOS EN BLANCO	30918
14	2	VOTOS IMPUGNADOS	0
14	2	VOTOS NULOS	65023
15	1	AHORA NACIÓN - AN	1065511
15	1	ALIANZA ELECTORAL VENCEREMOS	115545
15	1	ALIANZA PARA EL PROGRESO	332978
15	1	AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	64730
15	1	FE EN EL PERÚ	23064
15	1	FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ	198332
15	1	FUERZA POPULAR	1875512
15	1	FUERZA Y LIBERTAD	28420
15	1	JUNTOS POR EL PERÚ	1539122
15	1	LIBERTAD POPULAR	59699
15	1	PARTIDO APRISTA PERUANO	218550
15	1	PARTIDO CIUDADANOS POR EL PERÚ	0
15	1	PARTIDO CÍVICO OBRAS	1125815
15	1	PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	13791
15	1	PARTIDO DEL BUEN GOBIERNO	1379358
15	1	PARTIDO DEMOCRATICO FEDERAL	18800
15	1	PARTIDO DEMOCRÁTICO SOMOS PERÚ	169420
15	1	PARTIDO DEMÓCRATA UNIDO PERÚ	103868
15	1	PARTIDO DEMÓCRATA VERDE	57017
15	1	PARTIDO FRENTE DE LA ESPERANZA 2021	213338
15	1	PARTIDO MORADO	63512
15	1	PARTIDO PATRIÓTICO DEL PERÚ	98178
15	1	PARTIDO PAÍS PARA TODOS	734798
15	1	PARTIDO POLÍTICO COOPERACIÓN POPULAR	144408
15	1	PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	46680
15	1	PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	96777
15	1	PARTIDO POLÍTICO PERÚ ACCIÓN	18311
15	1	PARTIDO POLÍTICO PERÚ PRIMERO	132567
15	1	PARTIDO POLÍTICO PRIN	17685
15	1	PARTIDO SICREO	359628
15	1	PERÚ MODERNO	0
15	1	PODEMOS PERÚ	282264
15	1	PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	463098
15	1	PROGRESEMOS	128638
15	1	RENOVACIÓN POPULAR	1428433
15	1	SALVEMOS AL PERÚ	0
15	1	UN CAMINO DIFERENTE	107500
15	1	UNIDAD NACIONAL	49940
15	1	VOTOS EN BLANCO	1862044
15	1	VOTOS IMPUGNADOS	0
15	1	VOTOS NULOS	2430933
15	2	AHORA NACIÓN - AN	13367
15	2	ALIANZA ELECTORAL VENCEREMOS	1130
15	2	ALIANZA PARA EL PROGRESO	966
15	2	AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL	734
15	2	FE EN EL PERÚ	210
15	2	FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ	1258
15	2	FUERZA POPULAR	26089
15	2	FUERZA Y LIBERTAD	276
15	2	JUNTOS POR EL PERÚ	4776
15	2	LIBERTAD POPULAR	957
15	2	PARTIDO APRISTA PERUANO	3416
15	2	PARTIDO CIUDADANOS POR EL PERÚ	0
15	2	PARTIDO CÍVICO OBRAS	15954
15	2	PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ	134
15	2	PARTIDO DEL BUEN GOBIERNO	17483
15	2	PARTIDO DEMOCRATICO FEDERAL	110
15	2	PARTIDO DEMOCRÁTICO SOMOS PERÚ	1132
15	2	PARTIDO DEMÓCRATA UNIDO PERÚ	1079
15	2	PARTIDO DEMÓCRATA VERDE	659
15	2	PARTIDO FRENTE DE LA ESPERANZA 2021	2070
15	2	PARTIDO MORADO	988
15	2	PARTIDO PATRIÓTICO DEL PERÚ	759
15	2	PARTIDO PAÍS PARA TODOS	14733
15	2	PARTIDO POLÍTICO COOPERACIÓN POPULAR	796
15	2	PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA	564
15	2	PARTIDO POLÍTICO NACIONAL PERÚ LIBRE	771
15	2	PARTIDO POLÍTICO PERÚ ACCIÓN	298
15	2	PARTIDO POLÍTICO PERÚ PRIMERO	503
15	2	PARTIDO POLÍTICO PRIN	189
15	2	PARTIDO SICREO	2116
15	2	PERÚ MODERNO	0
15	2	PODEMOS PERÚ	951
15	2	PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO	6469
15	2	PROGRESEMOS	616
15	2	RENOVACIÓN POPULAR	41550
15	2	SALVEMOS AL PERÚ	0
15	2	UN CAMINO DIFERENTE	2172
15	2	UNIDAD NACIONAL	1045
15	2	VOTOS EN BLANCO	28460
15	2	VOTOS IMPUGNADOS	0
15	2	VOTOS NULOS	63480
